,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,reco_primary_pix,reco_total_pix,reco_primary_deposition,reco_total_deposition,true_primary_pix,true_total_pix,true_primary_deposition,true_total_deposition,ke,true_ke
192,85,24,0.29998779296875,True,False,True,[51 11],[0.7203792  0.01442308],169,196,37.50524139404297,45.90203857421875,154,167,29.646081924438477,33.638877868652344,56.73033142089844,49.984812018352685
193,85,26,0.29998779296875,True,False,True,[63],[0.77272725],55,55,16.55640411376953,16.55640411376953,62,62,14.498827934265137,14.498827934265137,20.462060928344727,20.002269823788303
194,85,29,inf,False,False,True,[52],[0.8727273],152,152,34.51862335205078,34.51862335205078,157,157,30.516864776611328,30.516864776611328,42.66156768798828,51.380826900782274
195,86,0,0.3000030517578125,True,True,True,[86],[0.6132597],61,140,10.753928184509277,30.9616641998291,64,152,13.576764106750488,36.335914611816406,38.26552200317383,47.264715240808655
196,86,18,0.29998779296875,True,False,True,[40 30],[0.53488374 0.01030928],39,57,6.866251468658447,11.953885078430176,75,75,14.208802223205566,14.208802223205566,14.773807525634766,22.803213692798742
197,86,73,0.29998779296875,True,True,True,[41 29],[0.81395346 0.00678426],163,163,39.64246368408203,39.64246368408203,149,149,28.942028045654297,28.942028045654297,48.99412155151367,34.26209075578004
198,86,75,0.2999267578125,True,False,True,[55 22],[8.7628865e-01 6.2814070e-04],91,91,22.299270629882812,22.299270629882812,91,91,25.95604705810547,25.95604705810547,27.559669494628906,50.19033287031746
199,87,8,0.29998779296875,True,True,True,[41 26],[0.8245614  0.00186966],30,110,10.074195861816406,31.526735305786133,20,98,4.518887519836426,26.915142059326172,38.96389389038086,40.31204388533035
200,87,36,0.2999267578125,True,True,True,[86 14],[8.3571428e-01 6.7114097e-04],98,127,20.808679580688477,31.372249603271484,102,130,18.930286407470703,28.462188720703125,38.77296447753906,38.31018303303917
201,87,95,0.7348170250056694,True,True,True,[89 66],[0.7236842  0.06410257],122,132,27.233518600463867,31.03571319580078,130,130,29.780410766601562,29.780410766601562,38.35704040527344,38.134836215687265
202,87,105,0.5195676732112771,True,False,True,[113   1],[0.8066038  0.03716216],199,199,49.59861373901367,49.59861373901367,184,184,36.335227966308594,36.335227966308594,61.298927307128906,51.59508979162963
